project_id,client_age,client_gender,project_budget,project_duration,num_rooms,design_style,location,client_satisfaction,designer_experience,num_designers,material_quality,furniture_cost,lighting_cost,decor_cost,renovation_cost,project_completion_time,num_meetings,client_feedback,material_availability,designer_rating,project_rating,design_approval_time,issues_encountered,total_cost
716,35.0,Male,97122.0,18,9,Contemporary,Suburban,1.0,11.0,2,High,3432,7653,5023,4733,11,3,Negative,Scarce,3,1,5,Yes,92309.0
717,,Female,49760.0,17,7,Minimalist,Urban,6.0,17.0,2,High,2906,7233,1256,42319,21,2,Positive,Scarce,2,4,1,Yes,35024.0
718,40.0,Male,28478.0,7,3,Eclectic,Rural,4.0,,3,Medium,16554,566,2414,3223,9,14,Positive,Not available,1,4,4,Yes,
719,55.0,Male,76854.0,13,6,Minimalist,Suburban,3.0,13.0,3,Medium,17448,8500,5944,17868,5,15,Neutral,Not available,4,4,5,Yes,152577.0
720,,Female,,18,4,Minimalist,Rural,2.0,18.0,1,Medium,5928,8145,1415,35196,2,3,Positive,Not available,4,2,5,No,135225.0
721,40.0,Other,90716.0,14,3,Minimalist,Suburban,7.0,16.0,2,High,5710,9970,2081,3080,13,1,Negative,Not available,2,4,4,Yes,66071.0
722,32.0,Male,17180.0,18,9,Eclectic,Urban,9.0,2.0,4,Medium,12540,4658,3126,14776,18,15,Neutral,Scarce,2,1,2,Yes,144570.0
723,28.0,Male,20372.0,13,2,Minimalist,Rural,3.0,5.0,1,Medium,7124,9505,950,1695,12,2,Positive,Available,5,1,4,Yes,82710.0
724,64.0,Male,34796.0,11,1,Eclectic,Rural,6.0,,1,Low,8837,902,2176,33969,14,18,Negative,Scarce,5,3,5,Yes,63456.0
725,28.0,Other,63272.0,21,2,Contemporary,Rural,9.0,3.0,1,Low,16583,8425,5663,13049,5,1,Positive,Not available,1,5,3,Yes,165805.0
726,49.0,Other,94963.0,21,7,Modern,Rural,2.0,,1,Medium,18184,4666,640,16628,10,9,Neutral,Not available,4,4,2,Yes,
727,,Female,98635.0,16,1,Contemporary,Suburban,7.0,16.0,4,Medium,7109,3425,3250,9265,20,3,Negative,Scarce,3,5,4,No,62158.0
728,56.0,Other,59040.0,23,6,Modern,Suburban,5.0,6.0,1,Medium,10909,3493,6204,25671,2,2,Neutral,Scarce,3,5,1,No,128225.0
729,,Female,,17,7,Contemporary,Rural,,19.0,2,Medium,7659,9778,3675,13460,4,4,Negative,Not available,4,5,4,Yes,135299.0
730,51.0,Female,76368.0,8,9,Modern,Suburban,7.0,7.0,3,Low,2238,1271,2745,4477,12,16,Negative,Scarce,1,5,5,No,8911.0
731,53.0,Other,,19,8,Modern,Rural,9.0,18.0,4,High,16064,7871,3050,3202,11,1,Positive,Not available,5,5,5,Yes,185177.0
732,56.0,Female,21211.0,20,6,Traditional,Rural,4.0,14.0,2,Medium,6620,6213,7915,49310,4,9,Negative,Scarce,5,1,1,No,78876.0
733,43.0,Other,10842.0,15,3,Modern,Urban,9.0,6.0,2,Medium,2486,8667,2444,24874,11,8,Negative,Not available,5,2,2,Yes,172744.0
734,45.0,Female,68115.0,9,8,Modern,Rural,10.0,,2,Low,5681,2056,1654,48392,9,6,Positive,Scarce,3,4,5,Yes,75412.0
735,29.0,Other,71852.0,20,7,Traditional,Suburban,9.0,15.0,3,Medium,12490,1651,3576,42217,10,18,Negative,Not available,3,4,2,Yes,68804.0
736,42.0,Other,50968.0,10,3,Minimalist,Rural,4.0,15.0,3,Medium,5470,5814,748,12850,6,16,Negative,Available,1,1,2,No,66727.0
737,52.0,Female,22508.0,12,9,Minimalist,Urban,3.0,15.0,3,Low,12723,1717,5837,40085,15,8,Negative,Available,3,1,4,No,11440.0
738,46.0,Male,27005.0,21,2,Traditional,Suburban,2.0,,2,Medium,14888,4444,4472,21809,10,4,Negative,Scarce,2,5,2,Yes,151823.0
739,45.0,Female,59575.0,23,3,Eclectic,Urban,,1.0,3,Medium,8177,8539,5291,6350,22,3,Positive,Available,3,2,5,Yes,148802.0
740,,Other,85742.0,20,2,Modern,Urban,2.0,,1,Low,14201,2542,4944,3806,21,15,Positive,Not available,5,4,5,No,69792.0
741,25.0,Male,,1,1,Modern,Rural,6.0,5.0,3,High,6441,6803,1097,8163,6,6,Neutral,Scarce,1,3,3,Yes,157452.0
742,29.0,Female,30599.0,20,4,Traditional,Urban,5.0,5.0,4,Medium,19224,9397,3796,29832,1,1,Negative,Scarce,4,1,2,Yes,33972.0
743,36.0,Female,,9,5,Traditional,Urban,5.0,6.0,2,Medium,12719,3169,5848,1185,21,18,Positive,Not available,4,3,3,Yes,69385.0
744,,Female,71914.0,22,6,Eclectic,Suburban,4.0,2.0,2,High,6397,2613,5904,41838,22,11,Negative,Not available,1,4,4,No,126257.0
745,58.0,Male,72055.0,15,5,Minimalist,Urban,6.0,6.0,1,Low,2621,3477,5210,25718,20,3,Positive,Not available,2,1,3,No,173185.0
746,38.0,Other,92697.0,1,1,Contemporary,Rural,5.0,14.0,3,High,18945,4878,7465,12545,21,13,Neutral,Scarce,4,4,2,Yes,146221.0
747,50.0,Female,10355.0,12,3,Minimalist,Rural,4.0,11.0,3,Medium,18800,7727,2482,26215,4,17,Negative,Not available,5,1,5,Yes,60014.0
748,51.0,Female,59120.0,3,1,Modern,Rural,9.0,4.0,4,High,5190,6761,7097,29325,23,18,Neutral,Available,4,4,4,No,43402.0
749,33.0,Female,79619.0,11,5,Traditional,Urban,6.0,9.0,1,Low,6054,922,7721,19458,22,14,Neutral,Scarce,4,3,2,Yes,130679.0
750,50.0,Female,43342.0,2,5,Eclectic,Suburban,10.0,3.0,4,Medium,2130,9222,5979,17006,14,7,Neutral,Not available,5,2,4,Yes,87917.0
751,,Female,90992.0,16,6,Minimalist,Rural,,16.0,4,Low,15071,590,3626,29544,20,7,Positive,Scarce,3,1,1,Yes,
752,,Other,,9,8,Eclectic,Urban,10.0,11.0,2,Low,12936,3872,945,33969,22,14,Negative,Available,2,3,2,Yes,102895.0
753,41.0,Other,7257.0,15,1,Minimalist,Rural,3.0,4.0,2,High,3118,6536,6221,12284,20,15,Positive,Available,5,4,1,No,136315.0
754,50.0,Female,32364.0,12,4,Modern,Rural,10.0,,3,High,1663,2442,1019,39478,8,12,Positive,Not available,5,3,3,Yes,127655.0
755,60.0,Male,29972.0,1,1,Contemporary,Suburban,6.0,16.0,3,Low,16735,4305,1822,28655,11,12,Negative,Scarce,1,1,2,Yes,138486.0
756,25.0,Other,31654.0,13,9,Eclectic,Rural,1.0,19.0,4,Low,10763,9932,7056,30143,15,8,Negative,Not available,2,3,1,Yes,139928.0
757,32.0,Male,85769.0,14,7,Eclectic,Suburban,5.0,16.0,3,Medium,18907,597,6927,16698,19,16,Negative,Scarce,3,4,5,No,76799.0
758,59.0,Other,86423.0,8,7,Contemporary,Urban,,,4,Low,9053,1979,1369,35870,8,9,Negative,Not available,5,5,3,No,127626.0
759,39.0,Female,34320.0,8,5,Eclectic,Rural,6.0,8.0,3,Low,18371,5126,5862,10102,13,2,Positive,Not available,3,2,2,No,135551.0
760,46.0,Other,25808.0,12,7,Eclectic,Urban,,1.0,3,High,4845,5647,5043,2571,18,14,Negative,Scarce,5,2,2,Yes,63949.0
761,38.0,Female,57389.0,1,2,Minimalist,Urban,,9.0,2,Low,14496,4147,5187,38893,22,16,Negative,Scarce,5,5,5,Yes,46392.0
762,50.0,Other,39773.0,11,4,Minimalist,Urban,3.0,12.0,2,Low,7301,5943,4974,40465,17,5,Negative,Available,1,1,5,Yes,
763,52.0,Female,56168.0,8,7,Contemporary,Rural,2.0,8.0,2,High,12885,579,3375,22553,6,5,Neutral,Available,4,3,1,No,149844.0
764,47.0,Female,32747.0,10,3,Modern,Suburban,4.0,17.0,2,Medium,17482,6077,4107,19543,15,18,Negative,Scarce,2,3,1,No,163454.0
765,38.0,Female,81396.0,19,2,Eclectic,Rural,8.0,10.0,1,High,3288,2723,6444,29901,13,18,Negative,Available,1,5,1,Yes,89944.0
766,48.0,Female,88692.0,11,2,Modern,Urban,8.0,7.0,2,High,8796,3069,3661,15034,18,5,Positive,Available,3,5,4,Yes,129052.0
767,26.0,Male,62505.0,7,1,Contemporary,Suburban,3.0,19.0,1,Low,8263,5018,2456,28120,11,11,Neutral,Scarce,5,4,3,No,
768,50.0,Female,90896.0,11,5,Contemporary,Urban,4.0,6.0,2,Low,13777,1623,4855,2329,13,13,Positive,Scarce,5,4,2,Yes,159463.0
769,38.0,Male,23135.0,17,6,Minimalist,Suburban,3.0,19.0,3,Medium,9770,3123,2613,42420,1,3,Neutral,Scarce,2,2,3,Yes,90376.0
770,,Male,95887.0,1,6,Eclectic,Rural,10.0,18.0,4,Low,8385,1903,5557,26382,18,17,Positive,Not available,1,1,5,Yes,173037.0
771,27.0,Female,52377.0,21,9,Traditional,Suburban,2.0,15.0,3,Medium,15862,3078,3805,4699,5,18,Positive,Scarce,1,1,3,No,109128.0
772,47.0,Male,28554.0,21,4,Contemporary,Rural,,2.0,3,Medium,9464,831,4439,39795,6,14,Negative,Scarce,3,5,3,Yes,17097.0
773,42.0,Other,67491.0,8,1,Eclectic,Urban,6.0,14.0,1,Medium,5881,7985,7329,11667,1,12,Negative,Scarce,1,2,1,No,
774,62.0,Female,60621.0,23,6,Modern,Suburban,5.0,10.0,2,Medium,17018,1239,5929,38591,7,14,Neutral,Available,1,2,5,Yes,154911.0
775,59.0,Male,63283.0,6,5,Minimalist,Urban,3.0,16.0,4,Low,16691,8733,7387,43115,4,18,Neutral,Scarce,4,4,3,No,127202.0
776,39.0,Female,90140.0,22,6,Modern,Suburban,2.0,7.0,4,High,10367,5480,5378,24459,9,2,Neutral,Available,2,3,2,No,42693.0
777,49.0,Female,21923.0,18,3,Contemporary,Rural,9.0,8.0,2,High,1413,4378,6705,7959,15,7,Negative,Not available,1,1,1,No,56988.0
778,61.0,Female,,6,2,Contemporary,Suburban,1.0,10.0,1,Low,18934,2449,7171,30581,6,15,Positive,Scarce,3,2,3,Yes,
779,52.0,Male,67261.0,5,6,Modern,Suburban,9.0,,1,Low,15714,3960,932,47384,17,10,Neutral,Scarce,5,4,5,Yes,130476.0
780,34.0,Other,59336.0,13,1,Contemporary,Rural,1.0,8.0,1,Medium,8141,2628,2499,7210,20,15,Negative,Available,1,4,2,Yes,132266.0
781,63.0,Other,79083.0,19,7,Eclectic,Rural,,,4,Low,14182,4997,6656,13517,18,17,Negative,Not available,1,4,5,No,138541.0
782,41.0,Male,65948.0,22,7,Contemporary,Rural,6.0,12.0,1,High,17225,2654,3363,13620,22,11,Positive,Scarce,5,3,5,No,148540.0
783,63.0,Female,38002.0,8,7,Minimalist,Suburban,7.0,8.0,1,Low,2946,5730,5653,37744,4,2,Positive,Not available,4,2,5,Yes,175097.0
784,46.0,Male,,9,1,Eclectic,Urban,,15.0,4,Low,1191,7944,3210,23804,9,18,Negative,Not available,2,5,4,No,133237.0
785,50.0,Male,78016.0,17,4,Traditional,Suburban,,12.0,4,Medium,17424,1737,922,31568,14,4,Positive,Scarce,4,5,2,No,
786,49.0,Male,,3,7,Contemporary,Suburban,1.0,11.0,3,Medium,15175,9197,6373,18991,3,9,Positive,Not available,3,4,5,Yes,62603.0
787,41.0,Female,9213.0,19,9,Contemporary,Urban,4.0,19.0,4,Medium,11051,5740,660,9912,1,17,Negative,Not available,1,4,4,No,48251.0
788,37.0,Male,15293.0,11,5,Minimalist,Rural,2.0,14.0,2,Medium,6892,5315,2667,33527,11,17,Neutral,Scarce,4,3,1,Yes,52526.0
789,,Female,60860.0,17,2,Minimalist,Suburban,10.0,18.0,4,High,4449,756,6665,31863,1,17,Neutral,Available,2,4,4,Yes,107734.0
790,49.0,Male,67507.0,21,7,Modern,Urban,8.0,13.0,4,Low,9327,2220,509,45827,12,16,Negative,Scarce,3,2,1,No,112542.0
791,,Other,62134.0,19,1,Modern,Rural,3.0,4.0,1,Low,6909,7847,3767,34458,9,8,Neutral,Not available,4,4,4,Yes,33942.0
792,,Male,7100.0,2,7,Modern,Rural,7.0,17.0,3,Medium,13393,7576,1230,21407,5,15,Negative,Scarce,1,4,5,No,50017.0
793,27.0,Male,66997.0,8,6,Minimalist,Suburban,7.0,19.0,1,High,2941,1571,6002,13344,15,1,Negative,Available,2,2,4,Yes,65555.0
794,42.0,Other,33172.0,19,7,Modern,Rural,9.0,9.0,3,High,5221,2122,4884,37205,18,19,Positive,Not available,1,1,4,Yes,
795,,Female,25132.0,7,3,Modern,Rural,6.0,7.0,1,Low,7543,2566,4243,3355,9,15,Neutral,Not available,1,5,5,Yes,44365.0
796,46.0,Female,23199.0,17,3,Traditional,Urban,1.0,1.0,2,Medium,18942,9761,4996,31893,13,9,Negative,Available,3,4,1,Yes,137479.0
797,,Male,41609.0,6,7,Modern,Urban,8.0,7.0,1,Low,15012,9142,5169,1749,13,5,Neutral,Available,2,2,5,Yes,30976.0
798,32.0,Other,47965.0,19,2,Contemporary,Rural,,7.0,1,Low,3121,1397,1177,20435,13,16,Neutral,Not available,5,5,2,Yes,46969.0
799,64.0,Female,13016.0,6,1,Minimalist,Urban,3.0,7.0,2,High,18412,5675,5883,46733,10,13,Neutral,Available,1,3,4,Yes,174397.0
800,,Male,44779.0,2,9,Eclectic,Rural,5.0,8.0,2,High,12726,8773,5095,46615,10,16,Negative,Scarce,2,1,2,No,192813.0
801,61.0,Other,36881.0,6,9,Traditional,Suburban,8.0,16.0,4,Low,6656,9428,2799,39526,22,11,Positive,Available,1,4,5,Yes,20515.0
802,30.0,Female,87594.0,23,7,Minimalist,Urban,9.0,3.0,1,Medium,9967,4674,6856,19088,7,13,Neutral,Scarce,4,1,5,Yes,172246.0
803,,Female,29472.0,5,7,Minimalist,Rural,7.0,,2,Medium,16764,6281,6353,45405,22,6,Negative,Not available,4,4,3,No,141772.0
804,58.0,Other,56813.0,19,3,Contemporary,Rural,9.0,10.0,2,Low,16873,4444,2823,39842,5,17,Neutral,Not available,2,4,2,No,78663.0
805,30.0,Other,41021.0,20,2,Modern,Urban,3.0,18.0,4,Low,12079,6926,4651,47146,20,5,Positive,Not available,3,4,3,Yes,58379.0
806,61.0,Other,59131.0,4,7,Contemporary,Urban,5.0,,3,Medium,19262,5935,5569,25403,7,17,Neutral,Not available,5,1,2,No,32391.0
807,57.0,Other,29087.0,22,9,Modern,Suburban,10.0,5.0,2,Medium,3271,9871,6570,48297,20,1,Negative,Not available,4,3,3,Yes,72081.0
808,46.0,Male,17828.0,17,1,Modern,Rural,8.0,7.0,2,Medium,2607,3435,691,39042,10,5,Neutral,Available,3,2,3,Yes,62284.0
809,45.0,Other,,11,4,Minimalist,Suburban,1.0,17.0,1,Low,16679,6333,4202,47775,10,5,Neutral,Available,5,2,2,No,87054.0
810,30.0,Female,6401.0,4,6,Modern,Suburban,8.0,4.0,4,High,17989,8588,6923,40177,21,7,Neutral,Not available,4,3,5,No,198278.0
811,30.0,Female,90179.0,13,7,Traditional,Suburban,7.0,16.0,1,Medium,4665,961,5388,40056,13,16,Positive,Available,5,3,1,Yes,106163.0
812,28.0,Male,20193.0,20,7,Traditional,Urban,1.0,19.0,3,Medium,17308,616,7864,23713,15,18,Neutral,Available,1,4,5,No,
813,54.0,Female,97389.0,17,2,Traditional,Suburban,10.0,10.0,4,Medium,6852,6285,7366,1885,6,6,Negative,Not available,2,4,1,Yes,83593.0
814,35.0,Female,49864.0,9,4,Minimalist,Urban,10.0,3.0,1,Low,6462,7007,6845,34632,20,2,Neutral,Available,4,2,2,Yes,64485.0
815,54.0,Other,25307.0,4,5,Contemporary,Urban,6.0,3.0,2,High,19528,6330,2621,40685,12,13,Neutral,Not available,4,4,4,No,39032.0
816,55.0,Female,24611.0,23,1,Eclectic,Suburban,1.0,17.0,2,High,5270,5061,5240,12686,19,10,Neutral,Not available,1,4,5,Yes,23156.0
817,,Male,48791.0,14,1,Modern,Suburban,,10.0,4,Medium,16697,8627,4281,4054,11,11,Positive,Not available,4,3,3,No,54316.0
818,33.0,Other,16950.0,19,3,Eclectic,Rural,5.0,,2,Low,18760,1159,438,9977,6,2,Negative,Not available,4,1,5,No,115916.0
819,27.0,Other,81240.0,3,3,Contemporary,Suburban,2.0,17.0,1,High,4462,2622,402,26032,1,8,Neutral,Available,4,5,2,No,184859.0
820,55.0,Male,82403.0,14,8,Contemporary,Rural,10.0,4.0,4,Low,16474,2086,5661,49967,2,19,Negative,Available,4,5,4,Yes,118881.0
821,64.0,Other,7745.0,8,9,Minimalist,Suburban,1.0,6.0,2,High,1347,5182,5536,9536,23,17,Negative,Scarce,4,4,4,Yes,98099.0
822,61.0,Other,60243.0,1,1,Traditional,Suburban,6.0,12.0,2,Medium,17384,7299,5633,16070,15,16,Positive,Scarce,3,4,5,Yes,177651.0
823,60.0,Male,8866.0,10,2,Traditional,Suburban,,17.0,3,Low,1062,9326,783,17937,4,10,Negative,Not available,4,5,5,No,193646.0
824,48.0,Other,37245.0,18,2,Contemporary,Suburban,8.0,17.0,3,Medium,2783,7487,6972,22500,5,5,Neutral,Scarce,1,3,5,Yes,127441.0
825,55.0,Male,49724.0,16,4,Minimalist,Rural,8.0,,4,High,9417,8475,4619,41451,15,14,Positive,Available,4,5,2,No,
826,30.0,Male,76354.0,8,2,Minimalist,Rural,6.0,,3,High,7566,3382,5689,11011,11,19,Positive,Available,5,5,1,No,110118.0
827,26.0,Female,56374.0,1,7,Modern,Suburban,3.0,16.0,1,Medium,18426,5749,4373,49039,10,4,Negative,Scarce,5,5,1,Yes,64235.0
828,44.0,Female,35116.0,12,9,Traditional,Suburban,1.0,13.0,2,High,11872,3311,2148,9896,17,16,Positive,Scarce,1,4,3,No,57904.0
829,52.0,Other,86029.0,8,7,Contemporary,Rural,,3.0,2,Medium,16318,6027,2184,30799,2,15,Negative,Available,3,4,2,Yes,86721.0
830,,Other,98574.0,16,6,Eclectic,Urban,5.0,2.0,2,Medium,2234,2384,3505,15582,20,9,Negative,Scarce,1,5,4,No,172812.0
831,28.0,Male,25447.0,18,1,Traditional,Urban,10.0,16.0,4,Medium,2984,9313,2461,40958,10,3,Positive,Available,3,4,3,Yes,122920.0
832,,Other,35431.0,4,9,Modern,Urban,,6.0,4,High,18978,5573,1764,42912,20,9,Neutral,Available,2,5,4,No,78130.0
833,30.0,Male,22908.0,6,5,Minimalist,Rural,10.0,6.0,3,Low,2952,5916,943,1814,3,18,Negative,Scarce,5,3,4,No,185626.0
834,54.0,Male,34336.0,12,5,Contemporary,Rural,1.0,13.0,2,Medium,19079,6300,7094,10740,19,4,Positive,Scarce,5,4,5,Yes,143271.0
835,62.0,Other,45992.0,9,6,Traditional,Urban,1.0,7.0,2,Low,18338,7395,3736,25719,5,19,Positive,Not available,5,1,4,Yes,175104.0
836,26.0,Male,60350.0,15,9,Eclectic,Urban,9.0,5.0,2,High,4291,6815,5651,36545,3,4,Negative,Not available,3,4,4,Yes,140552.0
837,,Female,74561.0,16,8,Modern,Suburban,,7.0,2,High,9548,5430,4853,21150,8,9,Negative,Not available,1,3,2,Yes,166507.0
838,35.0,Other,56955.0,12,8,Modern,Rural,7.0,2.0,2,Low,15504,2865,6818,5958,5,1,Negative,Not available,3,3,5,Yes,166192.0
839,32.0,Female,66240.0,23,8,Traditional,Rural,10.0,17.0,1,Medium,12787,1354,6023,4825,12,1,Negative,Not available,5,4,5,No,7607.0
840,50.0,Other,25093.0,14,1,Eclectic,Urban,4.0,13.0,2,High,1968,3228,910,15800,14,19,Neutral,Available,5,2,3,No,79116.0
841,29.0,Male,11155.0,13,1,Modern,Urban,7.0,16.0,1,Medium,17625,1415,4602,10999,7,3,Neutral,Scarce,5,5,5,Yes,158098.0
842,30.0,Other,51607.0,2,8,Contemporary,Rural,8.0,2.0,2,Medium,5234,7673,1843,21854,11,10,Neutral,Available,5,5,1,Yes,
843,50.0,Female,38487.0,3,5,Modern,Suburban,5.0,5.0,4,Low,9338,5438,3839,46732,8,12,Neutral,Not available,2,3,2,No,39262.0
844,28.0,Male,60668.0,22,9,Eclectic,Urban,1.0,18.0,4,High,8349,631,1766,28315,5,18,Positive,Not available,5,4,3,No,187975.0
845,43.0,Other,25963.0,10,2,Minimalist,Rural,4.0,7.0,1,Low,14368,9808,1216,40540,8,14,Negative,Scarce,3,2,1,Yes,52156.0
846,44.0,Other,55124.0,9,9,Minimalist,Rural,10.0,11.0,2,High,16201,4093,6764,10481,12,10,Positive,Available,5,1,4,Yes,104124.0
847,57.0,Other,57870.0,20,8,Traditional,Suburban,3.0,11.0,4,Low,17070,9552,6536,49505,15,10,Positive,Not available,4,5,1,Yes,124828.0
848,44.0,Female,61547.0,8,9,Eclectic,Suburban,10.0,17.0,4,High,9734,793,5827,18246,19,18,Neutral,Not available,2,2,3,No,
849,36.0,Female,69110.0,10,4,Modern,Urban,5.0,16.0,2,High,9883,9691,1481,23601,16,1,Positive,Not available,5,5,5,No,133855.0
850,,Other,58554.0,19,1,Modern,Urban,10.0,13.0,2,High,2025,4185,7315,11677,14,15,Neutral,Not available,4,4,2,No,
851,50.0,Male,25936.0,3,1,Minimalist,Urban,10.0,5.0,4,Medium,13197,8516,2446,30552,7,8,Negative,Available,3,5,3,No,122057.0
852,,Male,9426.0,5,5,Minimalist,Rural,,16.0,2,Medium,4359,8262,2572,23322,8,3,Neutral,Available,2,1,1,Yes,69314.0
853,62.0,Female,93839.0,3,2,Contemporary,Urban,2.0,16.0,3,Low,6257,7346,1151,3355,7,18,Negative,Not available,5,4,1,Yes,156521.0
854,61.0,Male,32606.0,16,8,Minimalist,Rural,7.0,16.0,2,Low,3951,8084,4836,10157,18,9,Neutral,Available,3,3,3,Yes,98242.0
855,35.0,Female,52832.0,17,5,Contemporary,Urban,,14.0,4,High,8389,7810,1019,36163,6,16,Positive,Not available,4,2,3,No,35466.0
856,60.0,Other,33151.0,15,5,Modern,Suburban,1.0,6.0,4,High,15666,5856,4980,26914,19,15,Positive,Scarce,2,5,3,No,121151.0
857,37.0,Female,84303.0,3,2,Contemporary,Suburban,10.0,2.0,1,Medium,15952,786,2314,34292,4,5,Neutral,Scarce,5,4,5,Yes,121595.0
858,27.0,Female,16308.0,12,7,Contemporary,Rural,3.0,14.0,3,Medium,19939,9141,3772,1561,23,13,Negative,Scarce,3,4,3,Yes,93121.0
859,57.0,Other,67522.0,9,8,Traditional,Suburban,9.0,16.0,4,Medium,15227,7086,3942,9167,3,7,Negative,Available,2,5,4,No,29279.0
860,30.0,Male,50671.0,21,1,Minimalist,Rural,10.0,13.0,3,Low,18534,5803,4170,17184,17,16,Neutral,Not available,4,3,2,Yes,16837.0
861,34.0,Female,95306.0,12,2,Contemporary,Rural,6.0,15.0,2,Medium,16624,3616,363,25497,22,7,Positive,Scarce,5,5,2,Yes,29209.0
862,29.0,Female,99108.0,15,4,Modern,Suburban,,12.0,4,Low,2735,6374,5163,24800,19,16,Negative,Scarce,2,3,4,No,17220.0
863,47.0,Other,7204.0,2,5,Eclectic,Rural,4.0,9.0,1,Medium,18422,7470,859,38432,15,13,Neutral,Available,4,5,1,Yes,
864,34.0,Male,97769.0,23,2,Contemporary,Suburban,,18.0,4,Medium,7369,8648,7746,2205,6,17,Negative,Available,4,4,1,No,
865,26.0,Female,92265.0,18,1,Minimalist,Urban,5.0,14.0,1,High,8127,8944,2033,13039,12,9,Positive,Scarce,3,1,1,Yes,109304.0
866,37.0,Other,36131.0,20,9,Traditional,Urban,7.0,4.0,3,Low,3912,1735,969,46161,19,12,Negative,Not available,4,1,1,Yes,163302.0
867,64.0,Female,57428.0,12,1,Modern,Suburban,9.0,,1,Medium,16464,1499,4194,36006,6,13,Neutral,Not available,4,4,5,Yes,46920.0
868,26.0,Other,,23,4,Traditional,Suburban,5.0,8.0,2,High,13606,4260,1842,18544,11,9,Negative,Not available,1,1,4,No,66544.0
869,44.0,Male,54067.0,4,2,Eclectic,Suburban,5.0,16.0,2,Low,2242,4616,1571,13987,20,5,Negative,Scarce,4,3,2,No,133260.0
870,25.0,Male,63585.0,23,4,Contemporary,Suburban,4.0,10.0,2,Low,16636,4911,2715,6239,20,7,Positive,Available,5,4,4,No,130534.0
871,61.0,Male,26607.0,16,8,Contemporary,Urban,6.0,17.0,4,Medium,11108,6057,3091,45785,10,1,Positive,Not available,2,3,2,No,98406.0
872,33.0,Male,29968.0,23,8,Minimalist,Rural,2.0,1.0,2,Low,9098,5852,5013,24358,16,4,Positive,Scarce,5,4,1,Yes,87909.0
873,41.0,Female,16908.0,16,9,Contemporary,Rural,3.0,18.0,2,High,4412,4183,7449,18138,18,4,Positive,Scarce,5,3,5,No,
874,33.0,Female,31423.0,1,5,Modern,Urban,1.0,,4,High,19883,2761,6390,23984,14,16,Neutral,Available,3,3,3,Yes,
875,35.0,Male,79707.0,22,7,Eclectic,Rural,2.0,,3,Low,12632,2353,5517,29428,4,5,Negative,Not available,1,1,3,Yes,104010.0
876,39.0,Male,83257.0,2,3,Traditional,Urban,2.0,1.0,2,High,14231,9291,5687,10096,12,4,Negative,Scarce,1,4,1,Yes,28036.0
877,48.0,Male,66215.0,3,4,Eclectic,Rural,,4.0,2,Low,16183,7395,5479,48582,20,6,Negative,Not available,5,5,1,Yes,131995.0
878,62.0,Female,60835.0,21,9,Contemporary,Suburban,8.0,4.0,4,High,8160,3490,6943,25536,23,3,Negative,Not available,2,1,4,Yes,70322.0
879,59.0,Male,54429.0,20,1,Traditional,Suburban,2.0,4.0,3,Low,18597,1362,7775,47059,21,8,Neutral,Not available,1,3,5,Yes,9847.0
880,54.0,Male,87152.0,17,2,Minimalist,Suburban,6.0,17.0,3,Low,12123,5027,7960,3621,8,17,Positive,Scarce,1,3,5,Yes,
881,55.0,Male,43458.0,20,5,Eclectic,Urban,5.0,9.0,3,Low,17802,1719,3354,36958,7,18,Negative,Not available,5,5,4,No,17893.0
882,29.0,Other,51169.0,22,3,Traditional,Urban,3.0,,4,High,5960,4295,2758,4948,9,18,Negative,Available,1,5,5,Yes,140721.0
883,38.0,Male,12659.0,21,2,Traditional,Rural,5.0,13.0,1,Low,1788,1027,3365,2287,17,12,Positive,Scarce,3,3,5,No,166643.0
884,35.0,Other,65614.0,1,1,Traditional,Rural,5.0,,1,Low,19255,7869,1463,24902,10,1,Positive,Scarce,5,5,3,Yes,16613.0
885,33.0,Other,82240.0,20,3,Modern,Rural,5.0,5.0,2,Medium,14350,3422,6328,48358,3,12,Negative,Not available,1,2,5,No,58833.0
886,,Male,37793.0,6,1,Eclectic,Urban,3.0,13.0,2,Medium,19409,6349,5747,22164,21,11,Positive,Not available,1,1,1,Yes,67423.0
887,36.0,Other,51473.0,15,1,Traditional,Rural,3.0,16.0,2,Low,3446,1662,4859,16668,8,13,Negative,Not available,1,4,3,No,94964.0
888,59.0,Male,94388.0,14,1,Eclectic,Suburban,4.0,5.0,1,Medium,17183,1346,3049,2772,14,3,Negative,Scarce,5,5,1,Yes,123268.0
889,59.0,Female,93330.0,20,8,Traditional,Rural,7.0,8.0,4,Low,9752,7459,6056,33238,7,8,Negative,Available,2,5,1,No,
890,,Female,60751.0,15,3,Minimalist,Suburban,2.0,16.0,2,Medium,14440,3586,2248,39968,16,3,Negative,Available,4,2,4,No,177454.0
891,64.0,Female,83915.0,14,1,Minimalist,Urban,10.0,1.0,4,High,13096,3783,6606,16762,18,17,Negative,Scarce,1,4,5,No,188420.0
892,46.0,Female,59254.0,21,7,Minimalist,Suburban,4.0,6.0,2,High,17923,3823,359,36906,11,13,Negative,Available,4,2,5,Yes,
893,53.0,Other,12006.0,5,3,Contemporary,Suburban,4.0,11.0,4,Low,7499,945,3402,8213,6,10,Positive,Not available,4,4,5,Yes,189777.0
894,32.0,Male,79218.0,6,8,Traditional,Suburban,1.0,16.0,4,Low,15767,1525,632,15941,20,17,Neutral,Scarce,1,1,5,No,80642.0
